,company,type,size,ram,os,weight,price,cpu_model,cpu_brand,cpu_freq,hor_res,ver_res,is_touchscreen,is_IPS,is_HD,HDD,SSD,Flash,storage_type,gpu_brand
190,Lenovo,2 in 1 convertible,14.0,16,Windows 10,1.42,246930.56,Intel Core i7,Intel,2.7,2560,1440,1,0,1,0,1000,0,Single,Intel
191,others,notebook,14.0,4,Windows 10,1.3,22734.4,Intel Celeron Dual,Intel,1.1,1920,1080,0,1,1,0,0,32,Single,Intel
192,others,ultrabook,13.3,8,No OS,1.3,87431.26,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Nvidia
193,Lenovo,notebook,17.3,8,No OS,2.8,61033.12,Intel Core i5,Intel,1.6,1600,900,0,0,0,0,256,0,Single,Nvidia
194,Dell,2 in 1 convertible,13.3,8,Windows 10,1.62,73362.16,Intel Core i7,Intel,1.8,1920,1080,1,1,1,1000,0,0,Single,Intel
195,HP,notebook,17.3,8,Windows 10,2.5,79920.16,Intel Core i5,Intel,1.6,1920,1080,0,1,1,1000,0,0,Single,Nvidia
196,Razer,gaming,17.3,32,Windows 10,3.49,533296.56,Intel Core i7,Intel,2.9,3840,2160,1,0,1,0,1000,0,Single,Nvidia
197,HP,notebook,13.3,8,Windows 10,1.49,83854.96,Intel Core i5,Intel,1.6,1920,1080,0,0,1,0,512,0,Single,Intel
198,HP,gaming,17.3,16,Windows 10,3.35,120579.76,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,256,0,Dual,Nvidia
199,HP,notebook,17.3,8,Windows 10,2.5,91374.8,Intel Core i7,Intel,1.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
200,Dell,gaming,15.6,16,Windows 10,2.65,161326.8,Intel Core i7,Intel,2.8,3840,2160,0,1,1,1000,512,0,Dual,Nvidia
201,Lenovo,notebook,15.6,4,Windows 10,2.1,43107.92,Intel Core i5,Intel,2.3,1366,768,0,0,0,0,128,0,Single,Intel
202,Acer,notebook,15.6,8,Windows 10,2.23,64880.48,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,0,0,Single,Nvidia
203,Lenovo,gaming,15.6,16,Windows 10,3.2,152932.56,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,512,0,Dual,Nvidia
204,Dell,workstation,15.6,16,Windows 10,2.8,267129.2,Intel Xeon E3,Intel,3.0,3840,2160,0,0,1,1000,256,0,Dual,Nvidia
205,Lenovo,gaming,15.6,16,No OS,2.4,122241.12,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,512,0,Single,Nvidia
206,Dell,notebook,15.6,6,Windows 10,2.3,38386.16,Intel Core i3,Intel,2.4,1366,768,1,0,0,1000,0,0,Single,Intel
207,Dell,ultrabook,13.3,8,Windows 10,1.21,170420.56,Intel Core i7,Intel,1.8,3840,2160,1,1,1,0,256,0,Single,Intel
208,Dell,ultrabook,13.3,8,Windows 10,1.2,126700.56,Intel Core i7,Intel,1.8,1920,1080,0,0,1,0,256,0,Single,Intel
209,Lenovo,notebook,15.6,8,Windows 10,2.2,52201.68,Intel Core i5,Intel,2.5,1366,768,0,0,0,0,256,0,Single,Intel
210,Acer,notebook,15.6,8,Linux,2.4,68115.76,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,0,0,Single,Nvidia
211,Asus,gaming,17.3,16,Windows 10,2.9,123028.08,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
212,HP,notebook,15.6,4,No OS,2.1,30516.56,Intel Core i3,Intel,2.0,1920,1080,0,0,1,500,0,0,Single,Intel
213,Lenovo,notebook,15.6,8,No OS,2.2,48004.56,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
214,others,ultrabook,13.3,8,Windows 10,1.05,131072.56,Intel Core i7,Intel,2.7,2160,1440,0,1,1,0,512,0,Single,Intel
216,Lenovo,notebook,17.3,8,No OS,2.8,51502.16,Intel Core i5,Intel,2.5,1600,900,0,0,0,1000,0,0,Single,Nvidia
217,HP,notebook,14.0,8,Windows 10,1.63,90150.64,Intel Core i7,Intel,1.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
218,Dell,ultrabook,14.0,8,Windows 10,1.6,100468.56,Intel Core i5,Intel,1.6,1920,1080,0,0,1,0,256,0,Single,Intel
219,Dell,2 in 1 convertible,13.3,16,Windows 10,1.62,111835.76,Intel Core i7,Intel,1.8,1920,1080,1,0,1,0,512,0,Single,Intel
220,Dell,notebook,15.6,8,Linux,2.2,59227.48,Intel Core i5,Intel,1.6,1920,1080,0,0,1,0,256,0,Single,AMD
221,Lenovo,2 in 1 convertible,14.0,8,Windows 10,1.74,78608.56,Intel Core i5,Intel,1.6,1920,1080,0,1,1,0,256,0,Single,Intel
222,Toshiba,ultrabook,13.3,8,Windows 10,1.2,119180.72,Intel Core i7,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
223,HP,notebook,15.6,8,Windows 10,2.1,69427.36,Intel Core i5,Intel,1.6,1920,1080,0,0,1,1000,0,0,Single,Intel
224,Dell,gaming,17.3,16,Windows 10,4.42,214782.37,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,256,0,Dual,Nvidia
225,Acer,notebook,15.6,8,Windows 10,2.2,72750.08,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,256,0,Single,Nvidia
226,Dell,notebook,15.6,16,Windows 10,2.3,75111.83,Intel Core i7,Intel,2.7,1920,1080,1,0,1,1000,0,0,Single,AMD
227,Asus,notebook,15.6,8,Windows 10,2.0,67241.36,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Nvidia
228,Asus,notebook,17.3,8,Windows 10,2.69,77909.04,Intel Core i5,Intel,2.5,1920,1080,0,0,1,500,256,0,Dual,Nvidia
229,HP,notebook,15.6,8,Windows 10,1.9,110961.36,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,0,0,Single,AMD
230,Asus,notebook,15.6,4,Windows 10,2.37,34887.69,Intel Core i3,Intel,2.4,1366,768,0,0,0,1000,0,0,Single,Intel
231,HP,notebook,15.6,4,Windows 10,2.1,28855.2,others,AMD,1.5,1366,768,0,0,0,500,0,0,Single,AMD
232,Lenovo,gaming,15.6,16,Windows 10,3.2,131072.56,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,256,0,Dual,Nvidia
233,Dell,notebook,14.0,8,Windows 10,1.6,75110.96,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
234,Acer,2 in 1 convertible,13.3,8,Windows 10,1.6,60246.16,Intel Core i5,Intel,2.3,1920,1080,1,1,1,0,256,0,Single,Intel
235,Dell,notebook,15.6,16,Linux,2.36,78608.56,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,256,0,Single,AMD
236,Acer,notebook,15.6,4,Linux,2.1,34101.6,Intel Core i3,Intel,2.0,1366,768,0,0,0,1000,0,0,Single,Intel
237,Asus,notebook,15.6,4,Windows 10,2.2,50278.0,others,AMD,2.5,1920,1080,0,0,1,1000,128,0,Dual,AMD
238,Asus,gaming,17.3,32,Windows 10,4.7,340141.6,Intel Core i7,Intel,2.9,1920,1080,0,0,1,1000,512,0,Dual,Nvidia
239,Acer,gaming,15.6,8,Windows 10,2.5,73974.24,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Nvidia
240,Lenovo,notebook,15.6,8,Windows 10,2.2,51502.16,Intel Core i3,Intel,2.0,1366,768,0,0,0,0,128,0,Single,Intel
241,Asus,notebook,17.3,8,Windows 10,2.1,100118.8,Intel Core i7,Intel,1.8,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
242,Asus,notebook,17.3,8,No OS,2.69,77734.16,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
243,Dell,gaming,15.6,8,Windows 10,2.56,76859.76,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Nvidia
244,Lenovo,2 in 1 convertible,14.0,8,Windows 10,1.38,94347.76,Intel Core i7,Intel,2.7,1920,1080,1,1,1,0,256,0,Single,Intel
245,Dell,notebook,15.6,8,Windows 10,2.2,86128.4,Intel Core i7,Intel,1.8,1920,1080,0,0,1,2000,128,0,Dual,AMD
246,HP,notebook,15.6,8,Windows 10,2.04,48878.96,Intel Core i5,Intel,2.5,1366,768,1,0,0,1000,0,0,Single,Intel
247,Asus,gaming,17.3,16,Windows 10,3.6,262232.56,Intel Core i7,Intel,2.9,1920,1080,0,0,1,0,256,0,Single,Nvidia
249,Apple,ultrabook,13.3,8,Mac OS,1.37,178377.6,Intel Core i5,Intel,3.1,2560,1600,0,1,1,0,512,0,Single,Intel
250,Dell,2 in 1 convertible,15.6,8,Windows 10,2.08,71613.36,Intel Core i7,Intel,1.8,1920,1080,1,1,1,1000,0,0,Single,Intel
251,Asus,gaming,17.3,16,Windows 10,4.3,157304.56,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
252,Asus,notebook,15.6,4,Windows 10,1.68,41009.36,AMD A9,AMD,3.0,1366,768,0,0,0,1000,0,0,Single,AMD
253,Lenovo,2 in 1 convertible,14.0,8,Windows 10,1.37,161676.56,Intel Core i7,Intel,1.8,1920,1080,1,1,1,0,512,0,Single,Intel
254,Acer,notebook,17.3,4,Windows 10,3.0,61382.88,Intel Core i3,Intel,2.7,1920,1080,0,1,1,0,256,0,Single,Nvidia
255,Dell,ultrabook,13.3,8,Windows 10,1.41,82980.56,Intel Core i5,Intel,1.6,1920,1080,0,0,1,0,256,0,Single,Intel
256,HP,notebook,15.6,8,Windows 10,1.91,38989.5,others,AMD,2.5,1366,768,0,0,0,0,128,0,Single,AMD
257,HP,notebook,17.3,16,Windows 10,2.9,92598.96,Intel Core i7,Intel,1.8,1920,1080,0,1,1,1000,0,0,Single,Nvidia
258,MSI,gaming,17.3,16,Windows 10,4.14,218512.56,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,512,0,Dual,Nvidia
259,Lenovo,2 in 1 convertible,15.6,8,Windows 10,2.0,148560.56,Intel Core i7,Intel,2.8,1920,1080,1,1,1,0,512,0,Single,Nvidia
261,Lenovo,notebook,15.6,4,No OS,2.2,38823.36,Intel Core i3,Intel,2.0,1920,1080,0,0,1,0,256,0,Single,Intel
262,HP,notebook,15.6,4,Windows 10,2.1,63131.68,Intel Core i5,Intel,1.6,1920,1080,0,1,1,500,0,0,Single,Intel
263,Dell,notebook,15.6,4,Windows 10,2.18,57448.08,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,Intel
264,Dell,notebook,15.6,8,Windows 10,2.24,49403.6,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,AMD
265,Dell,2 in 1 convertible,15.6,8,Windows 10,2.67,69864.56,Intel Core i5,Intel,1.6,1920,1080,1,0,1,0,256,0,Single,Intel
266,Asus,2 in 1 convertible,13.3,8,Windows 10,1.1,131072.56,Intel Core i7,Intel,1.8,1920,1080,1,0,1,0,1024,0,Dual,Intel
267,Lenovo,notebook,15.6,4,No OS,2.2,40834.48,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,Intel
268,HP,notebook,17.3,8,Windows 10,2.5,89013.92,Intel Core i7,Intel,1.8,1920,1080,0,0,1,1000,0,0,Single,Nvidia
269,Lenovo,notebook,15.6,8,Windows 10,2.05,76947.2,Intel Core i7,Intel,1.8,1920,1080,0,0,1,0,256,0,Single,Intel
270,Apple,ultrabook,13.3,8,Mac OS,1.37,171286.22,Intel Core i5,Intel,2.9,2560,1600,0,1,1,0,512,0,Single,Intel
271,Asus,gaming,17.3,16,Windows 10,3.2,135444.56,others,AMD,3.0,1920,1080,0,0,1,1000,256,0,Dual,AMD
272,Dell,notebook,15.6,8,Linux,2.14,64274.52,Intel Core i7,Intel,1.8,1920,1080,0,0,1,0,256,0,Single,AMD
273,Lenovo,2 in 1 convertible,14.0,16,Windows 10,1.36,218512.56,Intel Core i7,Intel,2.6,2560,1440,1,0,1,0,512,0,Single,Intel
274,Toshiba,notebook,15.6,8,Windows 10,2.2,71001.28,Intel Core i7,Intel,2.5,1366,768,0,0,0,500,0,0,Single,Nvidia
275,Dell,notebook,15.6,12,Windows 10,2.3,62350.84,Intel Core i7,Intel,2.7,1366,768,0,0,0,1000,0,0,Single,Intel
276,Dell,notebook,17.3,8,Linux,2.8,96096.56,Intel Core i7,Intel,1.8,1920,1080,0,0,1,1000,128,0,Dual,AMD
277,Acer,notebook,15.6,8,Windows 10,2.2,65142.8,Intel Core i7,Intel,1.8,1920,1080,0,1,1,1000,0,0,Single,Nvidia
278,Lenovo,notebook,17.3,4,Windows 10,2.8,42758.16,Intel Core i3,Intel,2.0,1600,900,0,0,0,1000,0,0,Single,Intel
279,Lenovo,notebook,17.3,8,No OS,2.8,74236.56,Intel Core i7,Intel,1.8,1920,1080,0,0,1,2000,0,0,Single,Nvidia
280,Lenovo,notebook,17.3,6,Windows 10,2.8,75110.96,Intel Core i7,Intel,2.7,1600,900,0,0,0,1000,128,0,Dual,Nvidia
281,Dell,notebook,15.6,4,Linux,2.25,37424.32,Intel Core i3,Intel,2.0,1920,1080,0,0,1,1000,0,0,Single,AMD
282,Lenovo,gaming,15.6,8,Windows 10,2.5,72487.76,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Nvidia
283,Lenovo,notebook,15.6,6,Windows 10,2.2,50627.76,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
284,Acer,notebook,15.6,8,Windows 10,3.0,83155.44,Intel Core i7,Intel,1.8,1920,1080,0,1,1,0,256,0,Single,Nvidia
285,Acer,notebook,15.6,12,Windows 10,2.15,57622.96,Intel Core i7,Intel,2.7,1920,1080,1,1,1,1000,0,0,Single,Intel
286,Lenovo,notebook,15.6,8,Windows 10,1.95,95921.68,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,256,0,Single,Intel
287,Asus,ultrabook,15.6,8,Windows 10,1.7,85428.88,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Nvidia
288,Lenovo,gaming,15.6,16,Windows 10,2.5,103091.76,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,256,0,Dual,Nvidia
289,Lenovo,notebook,15.6,8,No OS,2.2,57623.83,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,0,0,Single,Nvidia
290,Acer,notebook,15.6,2,Chrome OS,2.19,17400.56,Intel Celeron Dual,Intel,1.5,1366,768,0,0,0,0,16,0,Single,Intel
291,Asus,gaming,17.3,8,Windows 10,3.0,103791.28,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,0,0,Single,Nvidia
292,HP,notebook,17.3,8,Windows 10,2.54,42758.16,Intel Core i3,Intel,2.0,1600,900,0,0,0,1000,0,0,Single,Intel
293,Dell,notebook,15.6,8,Windows 10,2.0,159927.76,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
294,Lenovo,notebook,15.6,8,Windows 10,2.05,64618.16,Intel Core i5,Intel,1.6,1920,1080,0,0,1,0,256,0,Single,Intel
295,Lenovo,gaming,15.6,8,Windows 10,3.2,113584.56,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,0,0,Single,Nvidia
296,Acer,notebook,15.6,8,Linux,2.5,85603.76,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
297,Dell,workstation,17.3,16,Windows 10,3.42,252252.16,Intel Core i7,Intel,2.9,1920,1080,0,0,1,0,256,0,Single,Nvidia
298,Lenovo,notebook,15.6,6,Windows 10,2.4,43632.56,others,AMD,2.4,1920,1080,0,0,1,1000,0,0,Single,AMD
299,Asus,ultrabook,15.6,16,Windows 10,1.63,128361.92,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,512,0,Single,Nvidia
300,Asus,notebook,14.0,4,Windows 10,1.3,44506.96,Intel Core i3,Intel,2.4,1366,768,0,0,0,0,128,0,Single,Intel
301,Asus,gaming,17.3,16,Windows 10,2.9,185547.68,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
302,Lenovo,notebook,17.3,6,Windows 10,2.8,56748.56,Intel Core i5,Intel,2.5,1600,900,0,0,0,1000,0,0,Single,Nvidia
303,Lenovo,notebook,15.6,8,No OS,2.2,48004.56,Intel Core i5,Intel,2.5,1366,768,0,0,0,2000,0,0,Single,Nvidia
304,Asus,gaming,15.6,8,Windows 10,2.5,110611.6,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
305,Lenovo,notebook,15.6,4,No OS,2.2,31477.53,Intel Pentium Quad,Intel,1.1,1366,768,0,0,0,1000,0,0,Single,Intel
306,HP,2 in 1 convertible,13.3,16,Windows 10,1.28,172694.0,Intel Core i7,Intel,2.8,1920,1080,1,0,1,0,256,0,Single,Intel
307,Toshiba,notebook,15.6,8,Windows 10,2.2,91199.92,Intel Core i7,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Nvidia
308,Lenovo,notebook,15.6,8,Windows 10,2.3,71613.36,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
309,HP,notebook,15.6,4,Windows 10,1.86,41009.36,Intel Core i3,Intel,2.0,1920,1080,0,0,1,1000,0,0,Single,Intel
310,Lenovo,notebook,13.3,8,Windows 10,1.1,87352.56,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Intel
311,Dell,ultrabook,13.3,16,Windows 10,1.21,218512.56,Intel Core i7,Intel,1.8,3840,2160,1,1,1,0,1000,0,Single,Intel
312,MSI,gaming,15.6,16,Windows 10,2.8,183536.56,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,256,0,Dual,Nvidia
313,Acer,notebook,15.6,8,Windows 10,2.23,41009.36,others,AMD,2.2,1920,1080,0,0,1,0,256,0,Single,AMD
314,Asus,2 in 1 convertible,11.6,2,Windows 10,1.1,24046.0,Intel Celeron Dual,Intel,1.1,1366,768,1,0,0,0,0,32,Single,Intel
315,Dell,notebook,15.6,8,Windows 10,2.33,73799.36,Intel Core i5,Intel,1.6,1920,1080,0,0,1,1000,128,0,Dual,AMD
316,HP,2 in 1 convertible,13.3,16,Windows 10,1.29,214140.56,Intel Core i7,Intel,1.8,3840,2160,1,1,1,0,1000,0,Single,Intel
317,Lenovo,notebook,13.3,4,Chrome OS,1.45,40213.66,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,0,0,16,Single,Intel
318,HP,notebook,14.0,8,Windows 10,1.95,85691.2,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
319,Acer,notebook,11.6,4,Windows 10,1.4,42408.4,Intel Pentium Quad,Intel,1.6,1366,768,0,0,0,0,0,128,Single,Intel
320,HP,notebook,14.0,8,Windows 10,1.48,112972.48,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,256,0,Single,Intel
321,Lenovo,notebook,17.3,4,Windows 10,2.79,51502.16,Intel Core i5,Intel,2.5,1600,900,0,0,0,1000,0,0,Single,Nvidia
322,Asus,notebook,14.0,8,Windows 10,2.0,95659.36,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,256,0,Single,Intel
323,HP,notebook,15.6,8,Windows 10,2.1,78870.88,Intel Core i7,Intel,1.8,1366,768,0,1,0,1000,0,0,Single,Intel
324,Acer,notebook,15.6,8,Windows 10,2.2,57622.96,others,AMD,2.7,1366,768,0,0,0,0,256,0,Single,AMD
325,Lenovo,notebook,14.0,4,Windows 10,1.44,25532.48,Intel Celeron Dual,Intel,1.1,1366,768,0,0,0,0,0,32,Single,Intel
326,Acer,notebook,15.6,6,Windows 10,2.23,48004.56,Intel Core i5,Intel,2.5,1366,768,0,0,0,1000,0,0,Single,Intel
327,Asus,ultrabook,15.6,8,Windows 10,1.7,91803.26,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,256,0,Single,Nvidia
328,HP,ultrabook,12.5,8,Windows 10,1.26,116732.4,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,256,0,Single,Intel
329,Dell,notebook,15.6,32,Windows 10,2.06,230754.16,Intel Core i7,Intel,2.8,3840,2160,1,0,1,0,1000,0,Single,Nvidia
330,MSI,gaming,17.3,8,Windows 10,2.7,104840.56,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
331,Toshiba,notebook,15.6,8,Windows 10,2.0,82455.92,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Intel
332,Asus,notebook,14.0,8,Windows 10,2.0,116644.96,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,256,0,Dual,Intel
333,Lenovo,notebook,15.6,4,Windows 10,1.85,39260.56,Intel Core i3,Intel,2.0,1920,1080,0,0,1,1000,0,0,Single,Intel
334,Asus,gaming,15.6,8,Windows 10,2.5,87352.56,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
335,HP,notebook,14.0,8,Windows 10,1.48,110873.92,Intel Core i5,Intel,2.6,1920,1080,0,0,1,0,256,0,Single,Intel
336,Dell,ultrabook,15.6,8,Windows 10,1.9,91724.56,Intel Core i5,Intel,1.6,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
337,HP,notebook,15.6,8,Windows 10,1.84,100031.36,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
338,Asus,notebook,15.6,4,Linux,2.0,24045.13,Intel Celeron Dual,Intel,1.1,1366,768,0,0,0,1000,0,0,Single,Intel
339,Dell,notebook,15.6,8,Windows 10,2.0,99922.06,Intel Core i5,Intel,1.6,1920,1080,0,0,1,0,256,0,Single,Nvidia
340,Dell,notebook,15.6,4,Linux,2.2,24037.26,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,500,0,0,Single,Intel
341,Lenovo,notebook,15.6,12,Windows 10,2.2,78608.56,others,AMD,3.6,1920,1080,0,0,1,2000,0,0,Single,AMD
342,HP,notebook,15.6,8,Windows 10,2.1,62607.04,Intel Core i3,Intel,2.4,1920,1080,0,1,1,1000,0,0,Single,Nvidia
345,Lenovo,gaming,15.6,16,Windows 10,2.4,98719.76,Intel Core i7,Intel,2.8,1920,1080,0,1,1,2000,256,0,Dual,Nvidia
346,HP,notebook,14.0,2,Windows 10,1.44,24395.76,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,0,0,32,Single,Intel
347,Dell,ultrabook,15.6,16,Windows 10,1.88,140600.02,Intel Core i7,Intel,1.9,1920,1080,0,0,1,0,768,0,Dual,Intel
348,Asus,2 in 1 convertible,11.6,4,Windows 10,1.5,32790.0,Intel Celeron Dual,Intel,1.1,1366,768,1,0,0,0,0,32,Single,Intel
349,Dell,ultrabook,15.6,8,Windows 10,1.9,57972.72,Intel Core i5,Intel,1.6,1920,1080,0,0,1,1000,0,0,Single,AMD
351,HP,notebook,15.6,8,Windows 10,1.84,114021.76,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,256,0,Single,Intel
352,MSI,gaming,17.3,8,Windows 10,2.7,123202.96,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
353,HP,workstation,15.6,8,Windows 10,2.6,151994.33,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
354,Toshiba,notebook,15.6,16,Windows 10,2.4,122678.32,Intel Core i7,Intel,2.5,1920,1080,0,1,1,0,512,0,Single,Nvidia
355,Dell,notebook,15.6,8,Windows 10,2.02,84895.5,Intel Core i7,Intel,1.8,1920,1080,0,0,1,2000,128,0,Dual,AMD
356,Lenovo,notebook,15.6,4,No OS,2.2,28154.81,Intel Celeron Dual,Intel,1.1,1366,768,0,0,0,1000,0,0,Single,Intel
357,Dell,gaming,15.6,8,Windows 10,2.65,87352.56,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,Nvidia
358,Dell,notebook,15.6,8,Windows 10,2.36,48736.43,Intel Core i5,Intel,2.5,1366,768,1,0,0,2000,0,0,Single,Intel
359,Dell,notebook,14.0,8,Windows 10,1.36,124776.88,Intel Core i5,Intel,2.6,1920,1080,0,0,1,0,256,0,Single,Intel
360,HP,notebook,15.6,4,Windows 10,1.86,38386.16,Intel Core i3,Intel,2.0,1366,768,0,0,0,500,0,0,Single,Intel
361,Asus,notebook,14.0,8,Windows 10,2.0,82630.8,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
362,Lenovo,notebook,17.3,6,Windows 10,2.8,62869.36,Intel Core i5,Intel,2.5,1600,900,0,0,0,1000,128,0,Dual,Nvidia
363,HP,notebook,15.6,8,Windows 10,1.86,55874.16,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,Intel
364,Lenovo,notebook,15.6,8,No OS,2.2,43632.56,Intel Core i3,Intel,2.0,1366,768,0,0,0,0,256,0,Single,Nvidia
365,HP,notebook,15.6,8,Windows 10,2.04,34014.16,Intel Pentium Quad,Intel,1.6,1366,768,0,0,0,2000,0,0,Single,Intel
366,Dell,notebook,17.3,8,Windows 10,2.8,94872.4,Intel Core i5,Intel,1.6,1920,1080,0,0,1,1000,128,0,Dual,AMD
367,Lenovo,gaming,15.6,8,No OS,2.4,70738.96,Intel Core i5,Intel,2.5,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
368,Dell,notebook,15.6,8,Windows 10,2.33,78608.56,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,256,0,Single,AMD
369,HP,ultrabook,14.0,8,Windows 10,1.36,153020.0,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,256,0,Single,Intel
370,Asus,2 in 1 convertible,15.6,12,Windows 10,2.26,96096.56,Intel Core i7,Intel,2.7,1920,1080,1,0,1,2000,512,0,Dual,Nvidia
371,Acer,notebook,15.6,4,Windows 10,2.1,37249.44,AMD A9,AMD,3.0,1366,768,0,0,0,0,128,0,Single,AMD
372,Asus,gaming,17.3,16,Windows 10,3.25,192280.56,others,AMD,3.0,1920,1080,0,1,1,1000,256,0,Dual,AMD
373,Lenovo,notebook,17.3,4,Windows 10,2.6,42758.16,others,AMD,2.2,1600,900,0,0,0,0,128,0,Single,AMD
374,Dell,2 in 1 convertible,13.3,8,Windows 10,1.62,75986.23,Intel Core i7,Intel,1.8,1920,1080,1,0,1,0,256,0,Single,Intel
375,HP,notebook,15.6,4,Windows 10,1.91,42757.29,AMD A9,AMD,3.0,1920,1080,0,0,1,0,256,0,Single,AMD
376,Lenovo,netbook,11.6,4,Windows 10,1.59,48354.32,Intel Celeron Quad,Intel,1.1,1366,768,0,1,0,0,128,0,Single,Intel
377,Dell,notebook,15.6,4,Windows 10,1.8,27018.96,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,500,0,0,Single,Intel
378,Asus,notebook,14.0,4,Windows 10,1.5,25007.84,Intel Celeron Dual,Intel,1.1,1366,768,0,0,0,0,0,32,Single,Intel
380,HP,gaming,17.3,8,Windows 10,3.35,104141.04,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
381,Lenovo,notebook,15.6,4,No OS,1.85,35282.04,Intel Core i3,Intel,2.0,1920,1080,0,0,1,0,128,0,Single,Intel
382,Asus,gaming,15.6,8,Windows 10,2.3,144713.2,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
383,Lenovo,notebook,14.0,8,Windows 10,1.5,96096.56,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Nvidia
